post.date	post.location	post.dept	post.trans	post.views	post.url	city	region	bribe.paid
389	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	37 	<pointer: 0x000000003964ce70>	Indore	Pradesh	4000
390	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	55 	<pointer: 0x00000000397b1350>	Agra	Pradesh	800
391	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	41 	<pointer: 0x00000000398fb070>	Indore	Pradesh	3000
392	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	40 	<pointer: 0x0000000039a7bd60>	Indore	Pradesh	2000
393	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	51 	<pointer: 0x0000000039b69960>	Agra	Pradesh	1200
394	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	34 	<pointer: 0x0000000039d242e0>	Indore	Pradesh	1000
395	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	52 	<pointer: 0x0000000039e230f0>	Agra	Pradesh	3200
396	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	37 	<pointer: 0x0000000039f907f0>	Indore	Pradesh	1800
397	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	41 	<pointer: 0x000000003a0a94e0>	Agra	Pradesh	4000
398	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	35 	<pointer: 0x000000003a1e85f0>	Indore	Pradesh	2400
399	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	33 	<pointer: 0x000000003a37df70>	Agra	Pradesh	15000
400	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	33 	<pointer: 0x000000003a4da1e0>	Indore	Pradesh	2610
401	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	35 	<pointer: 0x000000003a6315e0>	Agra	Pradesh	3000
402	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	33 	<pointer: 0x000000003a79ce50>	Indore	Pradesh	3610
403	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	33 	<pointer: 0x000000003a8ba460>	Agra	Pradesh	2500
404	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	32 	<pointer: 0x000000003a9ffc70>	Indore	Pradesh	800
405	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	34 	<pointer: 0x000000003ab6f870>	Indore	Pradesh	1200
406	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	38 	<pointer: 0x000000003acad2e0>	Agra	Pradesh	2500
407	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	35 	<pointer: 0x000000003ae4bee0>	Indore	Pradesh	3200
408	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	38 	<pointer: 0x000000003af6aae0>	Agra	Pradesh	1400
409	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	35 	<pointer: 0x000000003b0e0cf0>	Indore	Pradesh	4000
410	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	34 	<pointer: 0x000000003b1db0f0>	Indore	Pradesh	1500
411	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	37 	<pointer: 0x000000003b352170>	Agra	Pradesh	800
412	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	37 	<pointer: 0x000000003b485070>	Indore	Pradesh	3000
413	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	35 	<pointer: 0x000000003b5cdf60>	Agra	Pradesh	900
414	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	36 	<pointer: 0x000000001ab8f560>	Indore	Pradesh	2500
415	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	37 	<pointer: 0x000000001acba7f0>	Indore	Pradesh	2000
416	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	39 	<pointer: 0x000000001adfd570>	Agra	Pradesh	610
417	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	36 	<pointer: 0x000000001afa33f0>	Indore	Pradesh	3200
418	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	36 	<pointer: 0x000000001b0cc7e0>	Indore	Pradesh	2500
419	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	37 	<pointer: 0x000000001b2783f0>	Agra	Pradesh	1200
420	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	39 	<pointer: 0x000000001b3d3460>	Indore	Pradesh	1400
421	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	41 	<pointer: 0x000000001b4fc460>	Agra	Pradesh	4000
422	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	34 	<pointer: 0x000000001b63f060>	Indore	Pradesh	2400
423	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	38 	<pointer: 0x000000001b7bb760>	Agra	Pradesh	3000
424	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	32 	<pointer: 0x000000001b8ce5f0>	Indore	Pradesh	1100
425	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	43 	<pointer: 0x000000001ba4c6f0>	Agra	Pradesh	2000
426	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	28 	<pointer: 0x000000003cb7f060>	Indore	Pradesh	1000
427	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	31 	<pointer: 0x000000003cccbe60>	Indore	Pradesh	4200
428	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	41 	<pointer: 0x000000003cdb7f60>	Agra	Pradesh	1000
429	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	25 	<pointer: 0x000000003cf46ff0>	Indore	Pradesh	5000
430	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	35 	<pointer: 0x000000003d0732e0>	Agra	Pradesh	1800
431	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	26 	<pointer: 0x000000003d1f27e0>	Indore	Pradesh	610
432	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	39 	<pointer: 0x000000003d36dee0>	Agra	Pradesh	2400
433	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	25 	<pointer: 0x000000003d50f270>	Indore	Pradesh	1610
434	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	26 	<pointer: 0x000000003d6517f0>	Indore	Pradesh	3200
435	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	38 	<pointer: 0x000000003d7b5970>	Agra	Pradesh	3610
436	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	38 	<pointer: 0x000000003d8a1670>	Agra	Pradesh	800
437	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	30 	<pointer: 0x000000003da23c60>	Agra	Pradesh	1200
438	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	28 	<pointer: 0x000000003db8f670>	Indore	Pradesh	800
439	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	34 	<pointer: 0x000000003dcd53e0>	Agra	Pradesh	3200
440	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	27 	<pointer: 0x000000003ddbbdf0>	Indore	Pradesh	900
441	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	100 	<pointer: 0x000000003df5d3f0>	Bangalore	Karnataka	6500
442	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	27 	<pointer: 0x000000003e0ab5f0>	Indore	Pradesh	500
443	October 12 2015	Aligarh, Uttar Pradesh	Municipal Services	Birth Certificate	63 	<pointer: 0x000000003e2327e0>	Aligarh	Pradesh	4000
444	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	110 	<pointer: 0x000000003e34f060>	Bangalore	Karnataka	6500
445	October 12 2015	Bangalore, Karnataka	Income Tax	New PAN Card	119 	<pointer: 0x000000003e48e160>	Bangalore	Karnataka	600
446	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	102 	<pointer: 0x000000003e6035f0>	Bangalore	Karnataka	6500
447	October 12 2015	Bangalore, Karnataka	Income Tax	New PAN Card	105 	<pointer: 0x000000003e76ce60>	Bangalore	Karnataka	500
448	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	97 	<pointer: 0x000000003e885d70>	Bangalore	Karnataka	6500
449	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	26 	<pointer: 0x000000003ea2c360>	Indore	Pradesh	1200
450	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	137 	<pointer: 0x000000003eb461f0>	Bangalore	Karnataka	5000
451	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	63 	<pointer: 0x000000003ec9fe60>	Bangalore	Karnataka	2500
452	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	27 	<pointer: 0x000000003ede85e0>	Indore	Pradesh	4000
453	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	31 	<pointer: 0x000000003ef2b270>	Agra	Pradesh	1500
454	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	56 	<pointer: 0x000000003f096460>	Bangalore	Karnataka	1500
455	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	76 	<pointer: 0x000000003f211460>	Bangalore	Karnataka	6500
456	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	29 	<pointer: 0x000000003f33b2e0>	Agra	Pradesh	2500
457	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	23 	<pointer: 0x000000003f4f5ef0>	Indore	Pradesh	3000
458	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	85 	<pointer: 0x000000003f5cb4f0>	Bangalore	Karnataka	6500
459	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	47 	<pointer: 0x000000003f748b70>	Bangalore	Karnataka	6500
460	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	23 	<pointer: 0x000000003f8c3360>	Indore	Pradesh	2000
461	October 12 2015	Bangalore, Karnataka	Income Tax	New PAN Card	81 	<pointer: 0x000000003f9d8060>	Bangalore	Karnataka	1000
462	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	30 	<pointer: 0x000000003fb56ff0>	Indore	Pradesh	1000
463	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	56 	<pointer: 0x000000003fcb22f0>	Bangalore	Karnataka	8500
464	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	26 	<pointer: 0x000000003fdc1570>	Indore	Pradesh	1800
465	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	28 	<pointer: 0x000000003ff30270>	Indore	Pradesh	2400
466	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	30 	<pointer: 0x0000000040065670>	Indore	Pradesh	2610
467	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	51 	<pointer: 0x00000000401e5e60>	Bangalore	Karnataka	6500
468	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	32 	<pointer: 0x000000004031c160>	Indore	Pradesh	3610
469	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	45 	<pointer: 0x000000004041aa60>	Bangalore	Karnataka	1000
470	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	44 	<pointer: 0x00000000405c0760>	Bangalore	Karnataka	5000
471	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	27 	<pointer: 0x00000000407123f0>	Indore	Pradesh	800
472	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	36 	<pointer: 0x0000000040848b70>	Bangalore	Karnataka	2500
473	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	48 	<pointer: 0x000000004097b4e0>	Bangalore	Karnataka	6500
474	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	26 	<pointer: 0x0000000040b3e960>	Indore	Pradesh	1200
475	October 12 2015	Bangalore, Karnataka	Income Tax	New PAN Card	69 	<pointer: 0x0000000040c93c70>	Bangalore	Karnataka	250
476	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	43 	<pointer: 0x0000000040dd7970>	Bangalore	Karnataka	2000
477	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	27 	<pointer: 0x0000000040f347e0>	Indore	Pradesh	3200
478	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	28 	<pointer: 0x0000000041079170>	Indore	Pradesh	4000
479	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	35 	<pointer: 0x00000000411b9ce0>	Bangalore	Karnataka	6500
480	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	79 	<pointer: 0x00000000412c7560>	Bangalore	Karnataka	6500
481	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	32 	<pointer: 0x000000004146f760>	Bangalore	Karnataka	5600
482	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	25 	<pointer: 0x000000004158ba70>	Indore	Pradesh	15000
483	October 12 2015	Pune, Maharashtra	Police	Police Verification for Passport	90 	<pointer: 0x000000004169b760>	Pune	Maharashtra	60000
484	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	28 	<pointer: 0x0000000041837670>	Bangalore	Karnataka	6500
485	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	24 	<pointer: 0x0000000041981860>	Bangalore	Karnataka	2500
486	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	22 	<pointer: 0x0000000041b3c060>	Indore	Pradesh	3000
487	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	25 	<pointer: 0x0000000041c26070>	Indore	Pradesh	2500
488	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	33 	<pointer: 0x0000000041d5e060>	Agra	Pradesh	500
489	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	26 	<pointer: 0x0000000041ee5ff0>	Indore	Pradesh	2000
490	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	33 	<pointer: 0x0000000041ff0060>	Agra	Pradesh	610
491	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	27 	<pointer: 0x0000000042148e60>	Indore	Pradesh	2500
492	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	56 	<pointer: 0x0000000042281e70>	Bangalore	Karnataka	65000
493	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	33 	<pointer: 0x0000000042438160>	Agra	Pradesh	1500
494	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	24 	<pointer: 0x0000000042564c70>	Indore	Pradesh	1400
495	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	35 	<pointer: 0x00000000426de9e0>	Agra	Pradesh	1200
496	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	39 	<pointer: 0x000000004287ab60>	Bangalore	Karnataka	5000
497	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	22 	<pointer: 0x0000000042978960>	Indore	Pradesh	800
498	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	36 	<pointer: 0x0000000042ab88e0>	Bangalore	Karnataka	6500
499	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	30 	<pointer: 0x0000000042c392f0>	Agra	Pradesh	4000
500	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	109 	<pointer: 0x0000000042d458f0>	Bangalore	Karnataka	5600
501	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	25 	<pointer: 0x0000000042ec6670>	Indore	Pradesh	900
502	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	62 	<pointer: 0x0000000043011b60>	Bangalore	Karnataka	6500
503	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	32 	<pointer: 0x00000000431287e0>	Agra	Pradesh	3000
504	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	76 	<pointer: 0x00000000432da2f0>	Bangalore	Karnataka	50000
505	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	25 	<pointer: 0x00000000433edef0>	Indore	Pradesh	500
506	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	30 	<pointer: 0x0000000043551ff0>	Bangalore	Karnataka	5800
507	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	45 	<pointer: 0x0000000043676f60>	Agra	Pradesh	2000
508	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	23 	<pointer: 0x00000000437ce8e0>	Indore	Pradesh	610
509	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	34 	<pointer: 0x00000000439498e0>	Bangalore	Karnataka	5500
510	October 12 2015	Mumbai, Maharashtra	Commercial Tax, Sales Tax, VAT	C Form	98 	<pointer: 0x0000000043a8acf0>	Mumbai	Maharashtra	6000
511	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	57 	<pointer: 0x0000000043bb3270>	Bangalore	Karnataka	5000
512	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	38 	<pointer: 0x0000000043d52660>	Agra	Pradesh	1000
513	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	24 	<pointer: 0x0000000043e51070>	Indore	Pradesh	1500
514	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	23 	<pointer: 0x0000000043fde770>	Bangalore	Karnataka	500
515	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	31 	<pointer: 0x0000000044159ce0>	Bangalore	Karnataka	5000
516	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	25 	<pointer: 0x000000004428d6f0>	Indore	Pradesh	1200
517	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	26 	<pointer: 0x00000000444396f0>	Bangalore	Karnataka	5200
518	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	53 	<pointer: 0x000000004455aae0>	Bangalore	Karnataka	25000
519	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	42 	<pointer: 0x000000004468f7f0>	Agra	Pradesh	1800
520	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	27 	<pointer: 0x0000000044808870>	Indore	Pradesh	4000
521	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	28 	<pointer: 0x000000004493bc70>	Bangalore	Karnataka	2500
522	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	65 	<pointer: 0x0000000044a89170>	Bangalore	Karnataka	2500
523	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	36 	<pointer: 0x0000000044bf4460>	Agra	Pradesh	2400
524	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	30 	<pointer: 0x0000000044d23ae0>	Indore	Pradesh	3000
525	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	32 	<pointer: 0x0000000044eae860>	Bangalore	Karnataka	3500
526	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	115 	<pointer: 0x0000000045025760>	Bangalore	Karnataka	5800
527	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	28 	<pointer: 0x00000000450fd770>	Agra	Pradesh	2610
528	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	27 	<pointer: 0x00000000452bbc60>	Indore	Pradesh	2000
529	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	64 	<pointer: 0x00000000453c77f0>	Bangalore	Karnataka	4500
530	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	82 	<pointer: 0x0000000045509360>	Bangalore	Karnataka	5000
531	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	34 	<pointer: 0x00000000456aabe0>	Agra	Pradesh	3610
532	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	25 	<pointer: 0x00000000457bf6f0>	Indore	Pradesh	1000
533	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	38 	<pointer: 0x0000000045909de0>	Bangalore	Karnataka	2500
534	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	38 	<pointer: 0x0000000045a788e0>	Bangalore	Karnataka	45000
535	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	27 	<pointer: 0x0000000045bc1ff0>	Indore	Pradesh	1800
536	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	33 	<pointer: 0x0000000045d122e0>	Bangalore	Karnataka	5600
537	October 12 2015	Bangalore, Karnataka	Police	Traffic Violations	47 	<pointer: 0x0000000045e57d60>	Bangalore	Karnataka	5500
538	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	29 	<pointer: 0x0000000045fc4470>	Indore	Pradesh	2400
539	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	43 	<pointer: 0x00000000460efbf0>	Bangalore	Karnataka	3200
540	October 12 2015	New Delhi, Delhi	Commercial Tax, Sales Tax, VAT	C Form	106 	<pointer: 0x00000000462a1660>	New	Delhi	9000
541	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	27 	<pointer: 0x000000004639aa70>	Indore	Pradesh	2610
542	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	25 	<pointer: 0x0000000046529e60>	Indore	Pradesh	3610
543	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	43 	<pointer: 0x0000000046651860>	Bangalore	Karnataka	2500
544	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	38 	<pointer: 0x00000000467b5a60>	Bangalore	Karnataka	5200
545	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	28 	<pointer: 0x00000000469033f0>	Indore	Pradesh	800
546	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	24 	<pointer: 0x0000000046a231f0>	Bangalore	Karnataka	650
547	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	25 	<pointer: 0x0000000046ba7160>	Indore	Pradesh	1200
548	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	26 	<pointer: 0x0000000046ce6770>	Bangalore	Karnataka	3000
549	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	37 	<pointer: 0x0000000046de63f0>	Bangalore	Karnataka	5600
550	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	27 	<pointer: 0x0000000046fa92f0>	Indore	Pradesh	3200
551	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	45 	<pointer: 0x00000000470cad60>	Bangalore	Karnataka	25000
552	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	35 	<pointer: 0x000000004727b060>	Bangalore	Karnataka	6000
553	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	24 	<pointer: 0x000000004738a4f0>	Indore	Pradesh	4000
554	October 12 2015	Agra, Uttar Pradesh	Municipal Services	Birth Certificate	30 	<pointer: 0x00000000474b7260>	Agra	Pradesh	2500
555	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	36 	<pointer: 0x0000000047616370>	Bangalore	Karnataka	2500
556	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	105 	<pointer: 0x00000000477a5170>	Bangalore	Karnataka	60000
557	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	21 	<pointer: 0x00000000478ad170>	Indore	Pradesh	1500
558	October 12 2015	Aligarh, Uttar Pradesh	Municipal Services	Birth Certificate	66 	<pointer: 0x0000000047a69460>	Aligarh	Pradesh	2000
559	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	33 	<pointer: 0x0000000047bc5570>	Bangalore	Karnataka	5000
560	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	76 	<pointer: 0x0000000047cdb760>	Bangalore	Karnataka	15000
561	October 12 2015	Chennai, Tamil Nadu	Passport	Police Verification for Passport	266 	<pointer: 0x0000000047e77fe0>	Chennai	Nadu	9000
562	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	19 	<pointer: 0x0000000047f8f370>	Bangalore	Karnataka	520
563	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	21 	<pointer: 0x00000000480dcb70>	Indore	Pradesh	3000
564	October 12 2015	Bangalore, Karnataka	Passport	Passport Delivery	177 	<pointer: 0x000000004821fa70>	Bangalore	Karnataka	2000
565	October 12 2015	Bangalore, Karnataka	Passport	Police Verification for Passport	123 	<pointer: 0x000000004835b4e0>	Bangalore	Karnataka	2500
